id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],product_tags[2],style[0]
ARB305,Kablo Type-C 6A ARB305,6A Type-C data ve şarj kablosu.,in stock,new,1.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%206A%20ARB305%20%28ARB305%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB305.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB305-alt1.jpeg,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
ARB306,Kablo iOS 6A ARB306,6A iOS (Lightning) data ve şarj kablosu.,in stock,new,1.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20iOS%206A%20ARB306%20%28ARB306%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB306.jpeg,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,iOS,,
ARB316,Kablo PD iOS 30W ARB316,30W Type-C to Lightning hızlı şarj kablosu.,in stock,new,2.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20iOS%2030W%20ARB316%20%28ARB316%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,iOS,,
ARB401,Kablo micro 3.1A ARB401,3.1A micro USB hızlı şarj kablosu.,in stock,new,0.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20micro%203.1A%20ARB401%20%28ARB401%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Micro USB,,
ARB503,OTG Dönüştürücü Type-C ARB503,USB to Type-C metal OTG dönüştürücü.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20OTG%20D%C3%B6n%C3%BC%C5%9Ft%C3%BCr%C3%BCc%C3%BC%20Type-C%20ARB503%20%28ARB503%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB503.jpeg,,Generic,Electronics > Electronics Accessories > Adapters,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
ARB507,OTG Dönüştürücü Lightning ARB507,USB to Lightning metal OTG dönüştürücü.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20OTG%20D%C3%B6n%C3%BC%C5%9Ft%C3%BCr%C3%BCc%C3%BC%20Lightning%20ARB507%20%28ARB507%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB507.jpeg,,Generic,Electronics > Electronics Accessories > Adapters,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
ARB514,Araç Type-C Aux kablo ARB514,Type-C to Aux ses dönüştürücü kablo.,in stock,new,1.65 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Type-C%20Aux%20kablo%20ARB514%20%28ARB514%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB514.jpeg,"https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB514-alt1.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB514-alt2.jpeg",Generic,Electronics > Electronics Accessories > Audio Accessories > Auxiliary Cables,,,,,,,,,,,,,,,,,,,Araç Aksesuar,Type-C,,
ARB515,Araç iOS Aux ARB515,Lightning to Aux ses dönüştürücü kablo.,in stock,new,1.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20iOS%20Aux%20ARB515%20%28ARB515%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB515.jpeg,,Generic,Electronics > Electronics Accessories > Audio Accessories > Auxiliary Cables,,,,,,,,,,,,,,,,,,,Araç Aksesuar,iOS,,
ARB53,Kablo PD PD 60W ARB53,60W Type-C to Type-C hızlı şarj kablosu.,in stock,new,1.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20PD%2060W%20ARB53%20%28ARB53%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
ARB604,Araç iOS şarj RGB ARB604,"RGB ışıklı, çift USB çıkışlı iOS uyumlu araç şarj aleti.",in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20iOS%20%C5%9Farj%20RGB%20ARB604%20%28ARB604%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,iOS,,
ARB605,Araç Type-C şarj 3.1A ARB605,3.1A çift USB çıkışlı Type-C araç şarj aleti.,in stock,new,2.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Type-C%20%C5%9Farj%203.1A%20ARB605%20%28ARB605%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,Type-C,,
ARB606,Araç iOS Şarj Seti ARB606,Çift USB girişli 3.1A araç şarj aleti ve Lightning kablo seti.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20iOS%20%C5%9Earj%20Seti%20ARB606%20%28ARB606%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB606.jpeg,,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,iOS,Yeni,
ARB607,Araç başlığı 3.1A ARB607,3.1A çift USB çıkışlı araç şarj başlığı.,in stock,new,1.65 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20ba%C5%9Fl%C4%B1%C4%9F%C4%B1%203.1A%20ARB607%20%28ARB607%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB607.jpeg,,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB608,Metal stand ARB608,360 derece döner metal telefon/tablet standı.,in stock,new,2.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Metal%20stand%20ARB608%20%28ARB608%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB608.jpeg,,Generic,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
ARB609,Araç tutucu ARB609,MagSafe uyumlu manyetik araç telefon tutucusu.,in stock,new,2.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB609%20%28ARB609%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB610,Araç tutucu ARB610,"360 derece döner, MagSafe uyumlu araç telefon tutucusu.",in stock,new,4.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB610%20%28ARB610%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB610.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB611,Araç tutucu ARB611,MagSafe uyumlu manyetik araç telefon tutucusu.,in stock,new,2.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB611%20%28ARB611%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB612,Araç tutucu ARB612,Havalandırma montajlı araç telefon tutucusu.,in stock,new,3.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB612%20%28ARB612%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB612.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB612-alt1.jpeg,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB613,Araç tutucu ARB613,Manyetik araç içi telefon tutucusu.,in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB613%20%28ARB613%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB613.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB616,Bisiklet tutucu ARB616,360 derece döner bisiklet telefon tutucusu.,in stock,new,11.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Bisiklet%20tutucu%20ARB616%20%28ARB616%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB616.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB616-alt1.jpeg,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB617,Araç başlığı 36W mini ARB617,36W mini boy hızlı araç şarj başlığı.,in stock,new,5.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2036W%20mini%20ARB617%20%28ARB617%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB617.jpeg,,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB618,Araç şarj 45W ARB618,PD 45W + QC3.0 hızlı araç şarj başlığı.,in stock,new,9.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20%C5%9Farj%2045W%20ARB618%20%28ARB618%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB618.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB618-alt1.jpeg,Generic,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB619,Araç tutucu ARB619,"MagSafe uyumlu, 360 derece döner araç telefon tutucusu.",in stock,new,6.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ARB619%20%28ARB619%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB619.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ARB619-FM,Araç Bluetooth FM Verici ARB619,"30W hızlı şarjlı, çift USB çıkışlı Bluetooth FM verici araç MP3 çalar.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Bluetooth%20FM%20Verici%20ARB619%20%28ARB619-FM%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB619-FM.jpeg,,Generic,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,Yeni,
ARB701,Kulaklık Type-C ARB701,"Mikrofonlu, Type-C bağlantılı kablolu kulaklık, tüm telefonlara uyumlu.",in stock,new,2.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20ARB701%20%28ARB701%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB701.jpeg,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
ARB703,BT Kulaklık makaralı ARB703,"Klipsli, kablosuz makaralı Bluetooth kulaklık.",in stock,new,14.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20makaral%C4%B1%20ARB703%20%28ARB703%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB703.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB703-alt1.jpeg,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
ARB704,Kulaklık ARB704,3.5mm jak bağlantılı kablolu kulaklık.,in stock,new,1.65 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20ARB704%20%28ARB704%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB704.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB704-alt2.jpeg,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,3.5mm,,
ARB707,Kablosuz Kulaklık ANC ARB707,"Aktif gürültü engellemeli (ANC), Hi-Fi ses kaliteli kablosuz TWS kulaklık.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablosuz%20Kulakl%C4%B1k%20ANC%20ARB707%20%28ARB707%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB707.jpeg,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,Yeni,
ARB708,Kablosuz Kulaklık Extra Bass ARB708,Ekstra bas destekli kablosuz TWS kulaklık.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablosuz%20Kulakl%C4%B1k%20Extra%20Bass%20ARB708%20%28ARB708%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB708.jpeg,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,Yeni,
ARB711,BT Kulaklık ARB711,"Kulak üstü kablosuz stereo Bluetooth kulaklık, 15 saat kullanım süresi.",in stock,new,18.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20ARB711%20%28ARB711%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
ARB712,Kulaklık ARB712,3.5mm jak bağlantılı kablolu kulaklık.,in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20ARB712%20%28ARB712%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB712.jpeg,"https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB712-alt1.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB712-alt2.jpeg",Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,3.5mm,,
ARB713,Kulaklık ARB713,3.5mm jak bağlantılı kablolu kulaklık.,in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20ARB713%20%28ARB713%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ARB713.jpeg,,Generic,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,3.5mm,,
BLV30,Işıklı Tripod BLV30,"1200mAh bataryalı, 190cm uzunluğunda RGB aydınlatmalı halka ışıklı tripod.",in stock,new,15.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20I%C5%9F%C4%B1kl%C4%B1%20Tripod%20BLV30%20%28BLV30%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/BLV30.jpeg,,Generic,Cameras & Optics > Camera & Optic Accessories > Tripods & Monopods,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
BS01,Speaker BS01,Işıklı taşınabilir Bluetooth hoparlör.,in stock,new,5.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20BS01%20%28BS01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,RU-HATECH,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
BS1005,Speaker BS1005,"Mikrofonlu, büyük boy taşınabilir Bluetooth parti hoparlörü.",in stock,new,100.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20BS1005%20%28BS1005%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Deluxse,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
BS888,Speaker BS888,Taşınabilir Bluetooth hoparlör.,in stock,new,100.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20BS888%20%28BS888%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Deluxse,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
BT12,BT Kulaklık makaralı BT12,Kulak içi kablosuz makaralı Bluetooth kulaklık.,in stock,new,13.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20makaral%C4%B1%20BT12%20%28BT12%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/BT12.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
BT13,BT Kulaklık BT13,Kulak içi kablosuz Bluetooth kulaklık.,in stock,new,10.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20BT13%20%28BT13%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/BT13-alt1.jpeg,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
BT14,BT Kulaklık makaralı BT14,Kulak içi kablosuz makaralı Bluetooth kulaklık.,in stock,new,13.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20makaral%C4%B1%20BT14%20%28BT14%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
BT18,BT Kulaklık BT18,Kablosuz kulak içi Bluetooth kulaklık.,in stock,new,10.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20BT18%20%28BT18%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/BT18.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
BT20,BT Kulaklık BT20,Kulak üstü kablosuz Bluetooth kulaklık.,in stock,new,13.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20BT20%20%28BT20%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/BT20.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
C10,Kulaklık Type-C C10,Type-C bağlantılı kablolu kulaklık.,in stock,new,1.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20C10%20%28C10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/C10.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
C22,Kulaklık Type-C C22,Type-C bağlantılı kablolu kulaklık.,in stock,new,1.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20C22%20%28C22%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/C22.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
C23,Kulaklık Type-C C23,Type-C bağlantılı kablolu kulaklık.,in stock,new,1.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20C23%20%28C23%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/C23.jpeg,,Deluxse,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
CA001,Araç organizer CA001,Koltuk arası araç içi düzenleyici organizer.,in stock,new,14.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20organizer%20CA001%20%28CA001%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Storage & Cargo,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
CABLE-6A-120W,Kablo Type-C 6A 120W,"6A 120W hızlı şarj destekli Type-C kablo, Xiaomi/Redmi uyumlu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%206A%20120W%20%28CABLE-6A-120W%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CABLE-6A-120W.jpeg,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,Yeni,
CAM-ANTISTATIC,Cam Anti-Static,"3D temperli, anti-statik özellikli ekran koruyucu cam.",in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Anti-Static%20%28CAM-ANTISTATIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CAM-ANTISTATIC.jpeg,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
